id,codeNaics,titleNaics2,titleNaics3,titleNaics4,titleNaics5,titleNaics6
1430,512199,Other Motion Picture and Video Industries ,Other Motion Picture and Video Industries ,Other Motion Picture and Video Industries ,Other Motion Picture and Video Industries ,Other Motion Picture and Video Industries 
1431,5122,Sound Recording Industries,Sound Recording Industries,Sound Recording Industries,Sound Recording Industries,Sound Recording Industries
1432,51221,Record Production,Record Production,Record Production,Record Production,Record Production
1433,512210,Record Production,Record Production,Record Production,Record Production,Record Production
1434,51222,Integrated Record Production/Distribution,Integrated Record Production/Distribution,Integrated Record Production/Distribution,Integrated Record Production/Distribution,Integrated Record Production/Distribution
1435,512220,Integrated Record Production/Distribution,Integrated Record Production/Distribution,Integrated Record Production/Distribution,Integrated Record Production/Distribution,Integrated Record Production/Distribution
1436,51223,Music Publishers,Music Publishers,Music Publishers,Music Publishers,Music Publishers
1437,512230,Music Publishers,Music Publishers,Music Publishers,Music Publishers,Music Publishers
1438,51224,Sound Recording Studios,Sound Recording Studios,Sound Recording Studios,Sound Recording Studios,Sound Recording Studios
1439,512240,Sound Recording Studios,Sound Recording Studios,Sound Recording Studios,Sound Recording Studios,Sound Recording Studios
1440,51229,Other Sound Recording Industries,Other Sound Recording Industries,Other Sound Recording Industries,Other Sound Recording Industries,Other Sound Recording Industries
1441,512290,Other Sound Recording Industries,Other Sound Recording Industries,Other Sound Recording Industries,Other Sound Recording Industries,Other Sound Recording Industries
1442,515,Broadcasting (except Internet),Broadcasting (except Internet),Broadcasting (except Internet),Broadcasting (except Internet),Broadcasting (except Internet)
1443,5151,Radio and Television Broadcasting,Radio and Television Broadcasting,Radio and Television Broadcasting,Radio and Television Broadcasting,Radio and Television Broadcasting
1444,51511,Radio Broadcasting,Radio Broadcasting,Radio Broadcasting,Radio Broadcasting,Radio Broadcasting
1445,515111,Radio Networks ,Radio Networks ,Radio Networks ,Radio Networks ,Radio Networks 
1446,515112,Radio Stations ,Radio Stations ,Radio Stations ,Radio Stations ,Radio Stations 
1447,51512,Television Broadcasting,Television Broadcasting,Television Broadcasting,Television Broadcasting,Television Broadcasting
1448,515120,Television Broadcasting,Television Broadcasting,Television Broadcasting,Television Broadcasting,Television Broadcasting
1449,5152,Cable and Other Subscription Programming,Cable and Other Subscription Programming,Cable and Other Subscription Programming,Cable and Other Subscription Programming,Cable and Other Subscription Programming
1450,51521,Cable and Other Subscription Programming,Cable and Other Subscription Programming,Cable and Other Subscription Programming,Cable and Other Subscription Programming,Cable and Other Subscription Programming
1451,515210,Cable and Other Subscription Programming,Cable and Other Subscription Programming,Cable and Other Subscription Programming,Cable and Other Subscription Programming,Cable and Other Subscription Programming
1452,517,Telecommunications,Telecommunications,Telecommunications,Telecommunications,Telecommunications
1453,5171,Wired Telecommunications Carriers,Wired Telecommunications Carriers,Wired Telecommunications Carriers,Wired Telecommunications Carriers,Wired Telecommunications Carriers
1454,51711,Wired Telecommunications Carriers,Wired Telecommunications Carriers,Wired Telecommunications Carriers,Wired Telecommunications Carriers,Wired Telecommunications Carriers
1455,517110,Wired Telecommunications Carriers ,Wired Telecommunications Carriers ,Wired Telecommunications Carriers ,Wired Telecommunications Carriers ,Wired Telecommunications Carriers 
1456,5172,Wireless Telecommunications Carriers (except Satellite),Wireless Telecommunications Carriers (except Satellite),Wireless Telecommunications Carriers (except Satellite),Wireless Telecommunications Carriers (except Satellite),Wireless Telecommunications Carriers (except Satellite)
1457,51721,Wireless Telecommunications Carriers (except Satellite),Wireless Telecommunications Carriers (except Satellite),Wireless Telecommunications Carriers (except Satellite),Wireless Telecommunications Carriers (except Satellite),Wireless Telecommunications Carriers (except Satellite)
1458,517210,Wireless Telecommunications Carriers (except Satellite),Wireless Telecommunications Carriers (except Satellite),Wireless Telecommunications Carriers (except Satellite),Wireless Telecommunications Carriers (except Satellite),Wireless Telecommunications Carriers (except Satellite)
1459,5174,Satellite Telecommunications,Satellite Telecommunications,Satellite Telecommunications,Satellite Telecommunications,Satellite Telecommunications
1460,51741,Satellite Telecommunications,Satellite Telecommunications,Satellite Telecommunications,Satellite Telecommunications,Satellite Telecommunications
1461,517410,Satellite Telecommunications,Satellite Telecommunications,Satellite Telecommunications,Satellite Telecommunications,Satellite Telecommunications
1462,5179,Other Telecommunications,Other Telecommunications,Other Telecommunications,Other Telecommunications,Other Telecommunications
1463,51791,Other Telecommunications,Other Telecommunications,Other Telecommunications,Other Telecommunications,Other Telecommunications
1464,517911,Telecommunications Resellers ,Telecommunications Resellers ,Telecommunications Resellers ,Telecommunications Resellers ,Telecommunications Resellers 
1465,517919,All Other Telecommunications ,All Other Telecommunications ,All Other Telecommunications ,All Other Telecommunications ,All Other Telecommunications 
1466,518,"Data Processing, Hosting, and Related Services","Data Processing, Hosting, and Related Services","Data Processing, Hosting, and Related Services","Data Processing, Hosting, and Related Services","Data Processing, Hosting, and Related Services"
1467,5182,"Data Processing, Hosting, and Related Services","Data Processing, Hosting, and Related Services","Data Processing, Hosting, and Related Services","Data Processing, Hosting, and Related Services","Data Processing, Hosting, and Related Services"
1468,51821,"Data Processing, Hosting, and Related Services","Data Processing, Hosting, and Related Services","Data Processing, Hosting, and Related Services","Data Processing, Hosting, and Related Services","Data Processing, Hosting, and Related Services"
1469,518210,"Data Processing, Hosting, and Related Services","Data Processing, Hosting, and Related Services","Data Processing, Hosting, and Related Services","Data Processing, Hosting, and Related Services","Data Processing, Hosting, and Related Services"
1470,519,Other Information Services,Other Information Services,Other Information Services,Other Information Services,Other Information Services
1471,5191,Other Information Services,Other Information Services,Other Information Services,Other Information Services,Other Information Services
1472,51911,News Syndicates,News Syndicates,News Syndicates,News Syndicates,News Syndicates
1473,519110,News Syndicates,News Syndicates,News Syndicates,News Syndicates,News Syndicates
1474,51912,Libraries and Archives,Libraries and Archives,Libraries and Archives,Libraries and Archives,Libraries and Archives
1475,519120,Libraries and Archives ,Libraries and Archives ,Libraries and Archives ,Libraries and Archives ,Libraries and Archives 
1476,51913,Internet Publishing and Broadcasting and Web Search Portals,Internet Publishing and Broadcasting and Web Search Portals,Internet Publishing and Broadcasting and Web Search Portals,Internet Publishing and Broadcasting and Web Search Portals,Internet Publishing and Broadcasting and Web Search Portals
1477,519130,Internet Publishing and Broadcasting and Web Search Portals,Internet Publishing and Broadcasting and Web Search Portals,Internet Publishing and Broadcasting and Web Search Portals,Internet Publishing and Broadcasting and Web Search Portals,Internet Publishing and Broadcasting and Web Search Portals
1478,51919,All Other Information Services,All Other Information Services,All Other Information Services,All Other Information Services,All Other Information Services
1479,519190,All Other Information Services,All Other Information Services,All Other Information Services,All Other Information Services,All Other Information Services
1480,52,Finance and Insurance,Finance and Insurance,Finance and Insurance,Finance and Insurance,Finance and Insurance
1481,521,Monetary Authorities-Central Bank,Monetary Authorities-Central Bank,Monetary Authorities-Central Bank,Monetary Authorities-Central Bank,Monetary Authorities-Central Bank
1482,5211,Monetary Authorities-Central Bank,Monetary Authorities-Central Bank,Monetary Authorities-Central Bank,Monetary Authorities-Central Bank,Monetary Authorities-Central Bank
1483,52111,Monetary Authorities-Central Bank,Monetary Authorities-Central Bank,Monetary Authorities-Central Bank,Monetary Authorities-Central Bank,Monetary Authorities-Central Bank
1484,521110,Monetary Authorities-Central Bank,Monetary Authorities-Central Bank,Monetary Authorities-Central Bank,Monetary Authorities-Central Bank,Monetary Authorities-Central Bank
1485,522,Credit Intermediation and Related Activities,Credit Intermediation and Related Activities,Credit Intermediation and Related Activities,Credit Intermediation and Related Activities,Credit Intermediation and Related Activities
1486,5221,Depository Credit Intermediation ,Depository Credit Intermediation ,Depository Credit Intermediation ,Depository Credit Intermediation ,Depository Credit Intermediation 
1487,52211,Commercial Banking ,Commercial Banking ,Commercial Banking ,Commercial Banking ,Commercial Banking 
1488,522110,Commercial Banking ,Commercial Banking ,Commercial Banking ,Commercial Banking ,Commercial Banking 
1489,52212,Savings Institutions ,Savings Institutions ,Savings Institutions ,Savings Institutions ,Savings Institutions 
1490,522120,Savings Institutions ,Savings Institutions ,Savings Institutions ,Savings Institutions ,Savings Institutions 
1491,52213,Credit Unions ,Credit Unions ,Credit Unions ,Credit Unions ,Credit Unions 
1492,522130,Credit Unions ,Credit Unions ,Credit Unions ,Credit Unions ,Credit Unions 
1493,52219,Other Depository Credit Intermediation ,Other Depository Credit Intermediation ,Other Depository Credit Intermediation ,Other Depository Credit Intermediation ,Other Depository Credit Intermediation 
1494,522190,Other Depository Credit Intermediation ,Other Depository Credit Intermediation ,Other Depository Credit Intermediation ,Other Depository Credit Intermediation ,Other Depository Credit Intermediation 
